ticker,episode_id,company_name,exchange,first_qualifying_start_date,first_qualifying_end_date,best_90d_start_date,best_90d_end_date,best_90d_return,episode_start_date,episode_end_date,num_qualifying_windows,data_quality,preliminary,notes
AEMD,AEMD_030,Aethlon Medical,NASDAQ,2019-07-17,2019-10-15,2019-08-02,2019-10-31,18.214346712211785,2019-07-17,2019-12-10,27,POC,True,
AEMD,AEMD_031,Aethlon Medical,NASDAQ,2023-10-04,2024-01-02,2023-10-04,2024-01-02,10.040285568587455,2023-10-04,2024-01-02,1,POC,True,
AGEN,AGEN_032,艾吉纳斯,NASDAQ,2024-01-24,2024-04-23,2024-04-10,2024-07-09,33.92490472988119,2024-01-24,2024-07-10,55,POC,True,
AGIG,AGIG_033,Abundia Global Impact Group,AMEX,2020-05-04,2020-08-03,2020-07-01,2020-09-29,20.346704871060172,2020-05-04,2020-10-29,34,POC,True,
AGIG,AGIG_034,Abundia Global Impact Group,AMEX,2025-03-19,2025-06-17,2025-04-30,2025-07-29,19.701754385964914,2025-03-19,2025-09-04,56,POC,True,
AGL,AGL_035,Agilon Health,NYSE,2025-12-31,2026-03-31,2025-12-31,2026-03-31,10.485407289095397,2025-12-31,2026-03-31,1,POC,True,
AGMH,AGMH_036,AGM Group,NASDAQ,2025-03-05,2025-06-03,2025-04-17,2025-07-16,96.62711864406779,2025-03-05,2025-09-02,62,POC,True,
AGPU,AGPU_037,Axe Compute,NASDAQ,2016-08-01,2016-10-31,2016-08-24,2016-11-22,53.4827586208984,2016-08-01,2017-01-25,63,POC,True,
AGPU,AGPU_038,Axe Compute,NASDAQ,2023-03-20,2023-06-20,2023-04-21,2023-07-20,31.870122928915023,2023-03-20,2023-07-20,24,POC,True,
AGPU,AGPU_039,Axe Compute,NASDAQ,2025-07-02,2025-09-30,2025-07-10,2025-10-08,17.125,2025-07-02,2025-10-30,21,POC,True,
